time,X_value,Y_value,Z_value
11.343,13.30000,24.90000,-14.70000
11.361,13.30000,24.80000,-14.70000
11.411,13.20000,24.80000,-14.80000
11.441,13.20000,24.80000,-14.90000
11.471,13.20000,24.80000,-15.00000
11.492,13.30000,24.80000,-14.90000
11.522,13.30000,24.80000,-14.70000
11.553,13.30000,24.80000,-14.80000
11.572,13.30000,24.90000,-14.80000
11.604,13.20000,24.80000,-14.70000
11.627,13.30000,24.80000,-14.60000
11.661,13.30000,24.90000,-14.50000
11.673,13.20000,24.90000,-14.50000
11.772,13.20000,24.90000,-14.40000
11.806,13.20000,24.90000,-14.40000
11.843,13.20000,24.90000,-14.60000
11.860,13.30000,24.90000,-14.50000
11.878,13.30000,24.90000,-14.50000
11.908,13.40000,24.90000,-14.60000
11.941,13.40000,24.90000,-14.70000
11.980,13.30000,24.90000,-14.80000
12.013,13.40000,24.90000,-14.80000
12.061,13.30000,24.90000,-14.90000
12.082,13.40000,24.90000,-15.00000
12.121,13.30000,25.00000,-14.90000
12.161,13.30000,25.00000,-15.00000
12.182,13.20000,25.00000,-15.10000
12.213,13.20000,25.00000,-15.10000
12.281,13.30000,24.90000,-15.20000
12.323,13.20000,24.90000,-15.20000
12.323,13.20000,24.80000,-15.10000
12.351,13.20000,24.80000,-15.10000
12.381,13.20000,24.80000,-15.00000
12.441,13.20000,24.80000,-15.20000
12.461,13.20000,24.80000,-15.00000
12.481,13.20000,24.80000,-14.90000
12.512,13.20000,24.80000,-14.90000
12.532,13.20000,24.90000,-14.80000
12.552,13.20000,24.90000,-14.60000
12.591,13.20000,24.80000,-14.70000
12.630,13.30000,24.80000,-14.60000
12.645,13.20000,24.80000,-14.70000
12.671,13.20000,24.80000,-14.60000
12.710,13.40000,24.70000,-14.70000
12.732,13.40000,24.80000,-14.80000
12.760,13.30000,24.80000,-14.90000
12.782,13.40000,24.80000,-14.90000
12.812,13.40000,24.70000,-14.80000
12.831,13.50000,24.70000,-14.90000
12.862,13.50000,24.70000,-14.90000
12.881,13.60000,24.70000,-14.80000
12.911,13.50000,24.80000,-14.90000
12.939,13.50000,24.80000,-15.10000
12.961,13.50000,24.80000,-15.00000
12.991,13.50000,24.80000,-14.90000
13.011,13.50000,24.80000,-15.00000
13.031,13.50000,24.80000,-14.80000
13.052,13.60000,24.80000,-14.80000
13.112,13.50000,24.80000,-14.70000
13.131,13.40000,24.80000,-14.70000
13.181,13.30000,24.90000,-14.70000
13.210,13.30000,24.90000,-14.60000
13.227,13.40000,24.90000,-14.70000
13.241,13.30000,24.90000,-14.70000
13.272,13.40000,24.90000,-14.80000
13.293,13.30000,24.90000,-14.80000
13.311,13.30000,24.90000,-14.80000
13.352,13.30000,24.90000,-15.00000
13.372,13.30000,24.90000,-15.00000
13.393,13.30000,24.90000,-15.10000
13.412,13.20000,24.90000,-15.20000
13.441,13.30000,24.90000,-15.40000
13.462,13.30000,24.80000,-15.30000
13.491,13.20000,24.80000,-15.40000
13.512,13.30000,24.80000,-15.40000
13.532,13.30000,24.80000,-15.20000
13.561,13.30000,24.80000,-15.10000
13.582,13.30000,24.80000,-15.00000
13.603,13.20000,24.80000,-14.90000
13.631,13.30000,24.80000,-14.80000
13.653,13.30000,24.80000,-14.70000
13.677,13.40000,24.80000,-14.60000
13.692,13.40000,24.80000,-14.40000
13.711,13.30000,24.90000,-14.40000
13.731,13.30000,24.80000,-14.20000
13.758,13.30000,24.90000,-13.90000
13.781,13.40000,24.90000,-13.80000
13.810,13.40000,24.90000,-13.80000
13.845,13.30000,24.90000,-13.80000
13.861,13.40000,24.90000,-13.80000
13.881,13.40000,24.90000,-13.90000
13.922,13.40000,24.80000,-14.00000
13.953,13.30000,24.90000,-14.00000
13.982,13.30000,24.80000,-14.10000
14.013,13.30000,24.80000,-14.20000
14.031,13.30000,24.80000,-14.20000
14.051,13.30000,24.80000,-14.30000
14.091,13.30000,24.80000,-14.30000
14.127,13.30000,24.80000,-14.40000
14.149,13.20000,24.80000,-14.30000
14.161,13.20000,24.90000,-14.30000
14.181,13.10000,24.90000,-14.40000
14.221,13.10000,24.90000,-14.50000
14.253,13.10000,24.90000,-14.40000
14.261,13.10000,24.90000,-14.50000
14.312,13.00000,25.00000,-14.50000
14.341,13.00000,25.00000,-14.70000
