time,X_value,Y_value,Z_value
10.522,-0.53447,-0.28354,9.78797
10.562,-0.53442,-0.28480,9.78794
10.602,-0.53430,-0.28533,9.78793
10.642,-0.53419,-0.28580,9.78792
10.682,-0.53411,-0.28611,9.78791
10.722,-0.53440,-0.28676,9.78788
10.762,-0.53312,-0.28627,9.78796
10.802,-0.53364,-0.28492,9.78797
10.842,-0.53373,-0.28372,9.78800
10.882,-0.53441,-0.28276,9.78799
10.922,-0.53464,-0.28190,9.78801
10.962,-0.53458,-0.28235,9.78800
11.002,-0.53561,-0.28246,9.78794
11.042,-0.53654,-0.28216,9.78790
11.083,-0.53698,-0.28241,9.78786
11.122,-0.53702,-0.28260,9.78786
11.163,-0.53657,-0.28260,9.78788
11.202,-0.53706,-0.28311,9.78784
11.243,-0.53749,-0.28357,9.78780
11.283,-0.53694,-0.28349,9.78783
11.323,-0.53682,-0.28342,9.78784
11.363,-0.53694,-0.28374,9.78783
11.402,-0.53642,-0.28435,9.78784
11.443,-0.53632,-0.28488,9.78783
11.483,-0.53635,-0.28529,9.78782
11.523,-0.53602,-0.28566,9.78782
11.564,-0.53606,-0.28523,9.78783
11.603,-0.53638,-0.28456,9.78784
11.644,-0.53630,-0.28358,9.78787
11.684,-0.53555,-0.28348,9.78791
11.724,-0.53526,-0.28338,9.78793
11.764,-0.53516,-0.28345,9.78793
11.804,-0.53465,-0.28367,9.78796
11.843,-0.53384,-0.28386,9.78799
11.884,-0.53355,-0.28439,9.78799
11.924,-0.53329,-0.28487,9.78799
11.964,-0.53377,-0.28417,9.78799
12.005,-0.53373,-0.28472,9.78797
12.044,-0.53368,-0.28522,9.78796
12.084,-0.53432,-0.28439,9.78795
12.124,-0.53453,-0.28400,9.78795
12.164,-0.53502,-0.28441,9.78791
12.204,-0.53510,-0.28478,9.78790
12.245,-0.53459,-0.28542,9.78791
12.284,-0.53485,-0.28507,9.78790
12.324,-0.53509,-0.28439,9.78791
12.365,-0.53574,-0.28461,9.78787
12.405,-0.53631,-0.28482,9.78783
12.445,-0.53595,-0.28483,9.78785
12.485,-0.53538,-0.28520,9.78787
12.525,-0.53453,-0.28550,9.78791
12.565,-0.53381,-0.28551,9.78795
12.607,-0.53315,-0.28556,9.78798
12.646,-0.53343,-0.28533,9.78797
12.686,-0.53284,-0.28486,9.78802
12.726,-0.53268,-0.28445,9.78804
12.765,-0.53347,-0.28414,9.78801
12.805,-0.53380,-0.28386,9.78800
12.845,-0.53423,-0.28432,9.78796
12.886,-0.53400,-0.28505,9.78795
12.926,-0.53379,-0.28569,9.78794
12.966,-0.53380,-0.28523,9.78796
13.006,-0.53380,-0.28519,9.78796
13.046,-0.53393,-0.28440,9.78797
13.087,-0.53398,-0.28513,9.78795
13.126,-0.53365,-0.28580,9.78795
13.166,-0.53329,-0.28541,9.78798
13.206,-0.53334,-0.28506,9.78799
13.246,-0.53294,-0.28505,9.78801
13.286,-0.53276,-0.28472,9.78803
13.326,-0.53298,-0.28478,9.78801
13.366,-0.53288,-0.28487,9.78802
13.408,-0.53242,-0.28497,9.78804
13.447,-0.53312,-0.28444,9.78802
13.487,-0.53384,-0.28473,9.78797
13.527,-0.53447,-0.28461,9.78794
13.567,-0.53417,-0.28369,9.78798
13.607,-0.53391,-0.28287,9.78802
13.647,-0.53428,-0.28289,9.78800
13.687,-0.53547,-0.28346,9.78792
13.727,-0.53654,-0.28393,9.78784
13.767,-0.53728,-0.28447,9.78779
13.807,-0.53795,-0.28493,9.78774
13.847,-0.53771,-0.28487,9.78775
13.887,-0.53681,-0.28464,9.78781
13.927,-0.53601,-0.28480,9.78785
13.968,-0.53613,-0.28549,9.78782
14.008,-0.53625,-0.28611,9.78780
14.048,-0.53617,-0.28652,9.78779
14.088,-0.53622,-0.28583,9.78781
14.128,-0.53625,-0.28558,9.78781
14.168,-0.53583,-0.28532,9.78784
14.208,-0.53545,-0.28509,9.78787
14.248,-0.53551,-0.28581,9.78785
14.288,-0.53484,-0.28568,9.78789
14.328,-0.53424,-0.28556,9.78792
14.368,-0.53364,-0.28576,9.78795
14.408,-0.53346,-0.28559,9.78796
14.448,-0.53241,-0.28577,9.78802
14.488,-0.53221,-0.28600,9.78802
14.528,-0.53202,-0.28620,9.78802
14.569,-0.53213,-0.28651,9.78801
14.609,-0.53224,-0.28676,9.78800
14.649,-0.53228,-0.28780,9.78796
14.689,-0.53194,-0.28872,9.78796
14.729,-0.53142,-0.28939,9.78796
14.769,-0.53157,-0.28896,9.78797
14.809,-0.53206,-0.28859,9.78795
14.849,-0.53200,-0.28776,9.78798
14.889,-0.53195,-0.28702,9.78800
14.930,-0.53326,-0.28738,9.78792
14.970,-0.53349,-0.28686,9.78793
15.010,-0.53333,-0.28640,9.78795
15.050,-0.53332,-0.28667,9.78794
15.090,-0.53367,-0.28690,9.78791
15.130,-0.53347,-0.28607,9.78795
15.170,-0.53340,-0.28603,9.78795
15.210,-0.53299,-0.28596,9.78798
15.250,-0.53337,-0.28686,9.78793
15.290,-0.53371,-0.28765,9.78789
