time,X_value,Y_value,Z_value
11.133,18.50000,23.00000,-14.90000
11.163,18.50000,23.00000,-15.00000
11.192,18.40000,23.00000,-15.00000
11.215,18.40000,22.90000,-15.00000
11.232,18.40000,23.00000,-15.10000
11.253,18.30000,23.00000,-15.10000
11.272,18.30000,23.00000,-15.20000
11.303,18.20000,23.00000,-15.10000
11.323,18.20000,23.10000,-15.10000
11.351,18.20000,23.10000,-14.90000
11.373,18.20000,23.10000,-14.90000
11.403,18.20000,23.10000,-14.80000
11.433,18.20000,23.10000,-14.70000
11.462,18.20000,23.10000,-14.60000
11.504,18.20000,23.20000,-14.50000
11.521,18.20000,23.20000,-14.60000
11.543,18.20000,23.20000,-14.50000
11.582,18.30000,23.20000,-14.50000
11.622,18.30000,23.20000,-14.60000
11.648,18.30000,23.30000,-14.70000
11.673,18.20000,23.30000,-14.80000
11.708,18.20000,23.30000,-14.70000
11.713,18.30000,23.30000,-14.60000
11.735,18.20000,23.40000,-14.60000
11.752,18.20000,23.30000,-14.60000
11.785,18.20000,23.40000,-14.60000
11.803,18.20000,23.30000,-14.80000
11.822,18.30000,23.30000,-14.70000
11.846,18.20000,23.30000,-14.70000
11.873,18.20000,23.30000,-14.70000
11.882,18.20000,23.30000,-14.90000
11.905,18.20000,23.30000,-14.80000
11.926,18.30000,23.30000,-14.80000
11.952,18.30000,23.30000,-14.70000
11.973,18.30000,23.20000,-14.70000
11.999,18.30000,23.20000,-14.90000
12.018,18.30000,23.20000,-14.90000
12.035,18.40000,23.20000,-14.90000
12.053,18.40000,23.20000,-14.80000
12.073,18.40000,23.10000,-14.70000
12.103,18.40000,23.20000,-14.60000
12.122,18.30000,23.20000,-14.70000
12.145,18.40000,23.10000,-14.60000
12.172,18.30000,23.10000,-14.50000
12.202,18.30000,23.10000,-14.60000
12.233,18.40000,23.10000,-14.60000
12.253,18.30000,23.10000,-14.60000
12.272,18.20000,23.10000,-14.50000
12.333,18.20000,23.20000,-14.60000
12.352,18.10000,23.20000,-14.70000
12.372,18.20000,23.20000,-14.80000
12.393,18.20000,23.20000,-14.70000
12.418,18.20000,23.30000,-14.70000
12.439,18.30000,23.30000,-14.80000
12.462,18.30000,23.30000,-14.80000
12.483,18.20000,23.40000,-14.90000
12.502,18.30000,23.40000,-14.90000
12.562,18.20000,23.40000,-14.80000
12.593,18.30000,23.40000,-14.90000
12.652,18.30000,23.40000,-14.80000
12.672,18.40000,23.30000,-14.80000
12.722,18.40000,23.30000,-14.80000
12.762,18.30000,23.20000,-14.90000
12.783,18.40000,23.20000,-14.80000
12.802,18.40000,23.20000,-14.90000
12.822,18.40000,23.20000,-14.80000
12.852,18.50000,23.20000,-14.80000
12.872,18.50000,23.20000,-14.90000
12.892,18.50000,23.30000,-14.90000
12.933,18.50000,23.30000,-14.80000
12.952,18.40000,23.30000,-14.80000
13.003,18.40000,23.30000,-15.00000
13.033,18.40000,23.30000,-14.90000
13.072,18.50000,23.30000,-14.90000
13.094,18.40000,23.30000,-14.90000
13.117,18.50000,23.30000,-15.10000
13.133,18.40000,23.30000,-15.00000
13.152,18.30000,23.30000,-15.10000
13.173,18.40000,23.20000,-15.20000
13.203,18.40000,23.20000,-15.30000
13.222,18.40000,23.20000,-15.40000
13.243,18.30000,23.20000,-15.50000
13.271,18.40000,23.20000,-15.50000
13.288,18.40000,23.20000,-15.40000
13.316,18.40000,23.20000,-15.40000
13.353,18.40000,23.30000,-15.50000
13.383,18.50000,23.20000,-15.40000
13.424,18.50000,23.20000,-15.50000
13.454,18.50000,23.20000,-15.50000
13.493,18.40000,23.20000,-15.40000
13.522,18.40000,23.30000,-15.40000
13.542,18.40000,23.20000,-15.50000
13.574,18.40000,23.30000,-15.60000
13.607,18.40000,23.30000,-15.50000
13.622,18.40000,23.30000,-15.50000
13.651,18.40000,23.30000,-15.60000
13.667,18.40000,23.30000,-15.50000
13.683,18.30000,23.30000,-15.60000
13.702,18.40000,23.30000,-15.60000
13.722,18.30000,23.40000,-15.40000
13.753,18.30000,23.30000,-15.30000
13.778,18.40000,23.30000,-15.20000
13.806,18.30000,23.30000,-15.20000
13.852,18.30000,23.30000,-15.10000
13.872,18.30000,23.30000,-15.00000
13.904,18.40000,23.30000,-15.10000
13.922,18.40000,23.30000,-15.10000
13.972,18.40000,23.30000,-15.10000
13.992,18.40000,23.40000,-15.00000
14.022,18.40000,23.30000,-15.00000
14.033,18.40000,23.30000,-15.10000
14.073,18.40000,23.30000,-15.00000
14.104,18.50000,23.30000,-15.00000
14.132,18.40000,23.30000,-14.90000
14.152,18.40000,23.20000,-14.90000
14.203,18.40000,23.20000,-15.00000
14.223,18.30000,23.30000,-15.00000
14.242,18.30000,23.20000,-15.00000
14.312,18.30000,23.10000,-15.00000
14.337,18.40000,23.10000,-14.90000
14.359,18.30000,23.10000,-15.00000
14.373,18.30000,23.10000,-15.10000
14.401,18.40000,23.10000,-15.10000
14.432,18.40000,23.20000,-15.20000
14.452,18.40000,23.20000,-15.20000
14.472,18.40000,23.10000,-15.30000
14.532,18.50000,23.10000,-15.20000
14.563,18.50000,23.10000,-15.10000
14.588,18.60000,23.10000,-15.10000
14.602,18.60000,23.10000,-15.20000
14.642,18.50000,23.10000,-15.00000
14.666,18.50000,23.10000,-15.00000
14.703,18.50000,23.10000,-14.90000
14.723,18.50000,23.10000,-14.90000
14.756,18.50000,23.10000,-14.70000
14.774,18.50000,23.10000,-14.70000
14.812,18.50000,23.10000,-14.70000
14.832,18.50000,23.10000,-14.80000
14.853,18.50000,23.10000,-15.00000
14.872,18.50000,23.10000,-15.10000
14.913,18.50000,23.10000,-15.00000
14.953,18.40000,23.10000,-15.10000
14.973,18.50000,23.20000,-15.10000
14.992,18.40000,23.20000,-15.20000
15.012,18.40000,23.20000,-15.40000
15.043,18.50000,23.20000,-15.30000
15.070,18.50000,23.20000,-15.40000
15.093,18.50000,23.10000,-15.40000
15.122,18.50000,23.10000,-15.30000
15.142,18.50000,23.10000,-15.20000
15.170,18.50000,23.10000,-15.10000
15.184,18.50000,23.10000,-15.10000
15.232,18.50000,23.10000,-15.20000
15.252,18.60000,23.10000,-15.30000
15.272,18.60000,23.00000,-15.30000
15.305,18.60000,23.00000,-15.10000
15.322,18.60000,23.10000,-15.10000
15.342,18.50000,23.10000,-15.20000
15.372,18.60000,23.10000,-15.10000
15.412,18.50000,23.10000,-15.30000
15.442,18.50000,23.10000,-15.40000
15.473,18.50000,23.20000,-15.60000
15.494,18.60000,23.20000,-15.50000
15.522,18.50000,23.10000,-15.60000
