time,X_value,Y_value,Z_value
37.978,24.24927,6.13708,11.76147
38.045,24.76654,5.81665,12.63885
38.111,24.22333,5.24292,11.74469
38.178,24.04785,4.92859,12.62665
38.246,24.59564,5.49011,14.10980
38.313,24.24927,5.81512,12.93640
38.381,24.06464,5.20172,13.81226
38.447,24.39880,5.23529,12.03918
38.514,23.89374,5.84259,11.75690
38.581,25.30365,6.11725,12.34589
38.649,24.57886,5.53741,11.74774
38.716,24.60022,5.79987,13.52386
38.783,23.72131,5.51453,13.22937
38.850,24.42017,5.81970,12.64038
38.917,24.24927,5.81512,12.93640
38.985,24.40338,5.54657,11.45477
39.052,24.44458,6.39191,13.83209
39.119,24.59106,5.50232,13.51929
39.186,24.40796,5.53436,12.04376
39.253,24.25232,5.80292,13.52692
39.320,24.05243,4.91638,13.21564
39.388,24.21875,4.93164,12.32910
39.454,23.51990,5.24750,11.74927
39.522,24.04785,5.25055,11.45020
39.589,24.06006,5.53589,12.04681
39.656,23.35205,5.23224,12.63580
39.723,24.39880,5.23529,12.03918
39.790,24.95728,6.12030,12.34741
39.857,24.08142,6.12030,12.64801
39.925,23.86322,4.95911,11.15112
39.991,24.60327,5.78766,14.11591
40.059,23.90137,5.81818,12.93793
40.126,24.40796,5.21088,13.21869
40.192,23.88458,5.54352,11.75232
40.260,23.88916,5.53131,12.34283
40.327,24.09363,6.08521,14.41956
40.396,24.60785,6.42090,12.35504
40.462,24.06464,5.84564,11.46088
40.529,25.11902,5.50385,13.22174
40.595,23.51990,4.92554,12.92419
40.663,24.08905,6.09741,13.82904
40.730,24.78333,6.09131,13.82446
40.800,24.07227,5.49927,13.81683
40.864,24.41559,5.50995,13.22479
40.932,24.04022,4.95148,11.44562
40.998,23.32306,4.02679,13.20496
41.066,24.05701,5.22614,12.63123
41.133,23.72742,5.50232,13.81989
41.199,24.41559,5.50995,13.22479
41.267,24.78790,6.40106,13.24005
41.334,23.70911,5.55115,11.45782
41.401,24.60327,5.78766,14.11591
41.468,24.41254,5.84412,11.45935
41.536,23.86780,4.94690,11.74164
41.602,24.24927,5.49316,14.11133
41.670,24.24011,5.83954,11.75537
41.737,24.42932,6.11725,12.64496
41.804,23.89832,5.50842,13.52386
41.872,23.53210,5.53436,12.34436
41.939,24.06006,5.21393,13.22174
42.005,24.39880,5.23529,12.03918
42.073,24.41559,5.50995,13.22479
42.140,23.71826,5.20477,13.81378
42.207,23.88916,5.53131,12.34283
42.275,24.27368,6.38733,14.12811
42.341,23.70148,4.93011,12.62817
42.408,24.74518,4.91028,13.21259
42.476,24.25690,6.11267,12.94098
42.543,24.07837,5.48859,14.40887
42.610,24.04022,4.30756,13.79700
42.677,24.26147,6.42242,12.35657
42.744,24.41559,5.50995,13.22479
42.812,24.26605,6.73370,11.77063
42.879,24.79553,6.70013,13.24463
42.946,23.70911,5.55115,11.45782
43.013,24.42932,5.79529,13.82141
43.080,23.54126,5.50995,13.52539
43.148,24.04022,4.62952,12.62054
43.214,24.04785,5.25055,11.45020
43.281,24.42017,5.81970,12.64038
43.349,23.71368,5.21698,13.22479
43.416,24.43695,6.09436,13.82599
43.484,24.40796,5.21088,13.21869
43.551,24.42017,5.49774,13.81531
43.617,24.06464,5.84564,11.46088
43.684,24.42017,6.14166,11.46393
43.752,24.60022,5.79987,13.52386
